Authors,Year,Title,Abstract,Journal
"Watson-Jones, D., Changalucha, J., Whitworth, H., Pinto, L., Mutani, P., Indangasi, J., Kemp, T., Hashim, R., Kamala, B., Wiggins, R., Songoro, T., Connor, N., Mbwanji, G., Pavon, M. A., Lowe, B., Mmbando, D., Kapiga, S., Mayaud, P., de SanJose, S., Dillner, J., Hayes, R. J., Lacey, C. J., Baisley, K.",2022,"Immunogenicity and safety of one-dose human papillomavirus vaccine compared with two or three doses in Tanzanian girls (DoRIS): an open-label, randomised, non-inferiority trial","BACKGROUND: An estimated 15% of girls aged 9-14 years worldwide have been vaccinated against human papillomavirus (HPV) with the recommended two-dose or three-dose schedules. A one-dose HPV vaccine schedule would be simpler and cheaper to deliver. We report immunogenicity and safety results of different doses of two different HPV vaccines in Tanzanian girls. METHODS: In this open-label, randomised, phase 3, non-inferiority trial, we enrolled healthy schoolgirls aged 9-14 years from Government schools in Mwanza, Tanzania. Eligible participants were randomly assigned to receive one, two, or three doses of either the 2-valent vaccine (Cervarix, GSK Biologicals, Rixensart) or the 9-valent vaccine (Gardasil-9, Sanofi Pasteur MSD, Lyon). The primary outcome was HPV 16 specific or HPV 18 specific seropositivity following one dose compared with two or three doses of the same HPV vaccine 24 months after vaccination. Safety was assessed as solicited adverse events up to 30 days after each dose and unsolicited adverse events up to 24 months after vaccination or to last study visit. The primary outcome was done in the per-protocol population, and safety was analysed in the total vaccinated population. This study was registered in ClinicalTrials.gov, NCT02834637. FINDINGS: Between Feb 23, 2017, and Jan 6, 2018, we screened 1002 girls for eligibility. 72 girls were excluded. 930 girls were enrolled and randomly assigned to receive one dose of Cervarix (155 participants), two doses of Cervarix (155 participants), three doses of Cervarix (155 participants), one dose of Gardasil-9 (155 participants), two doses of Gardasil-9 (155 participants), or three doses of Gardasil-9 (155 participants). 922 participants received all scheduled doses within the defined window (three withdrew, one was lost to follow-up, and one died before completion; two received their 6-month doses early, and one received the wrong valent vaccine in error; all 930 participants were included in the total vaccinated cohort). Retention at 24 months was 918 (99%) of 930 participants. In the according-to-protocol cohort, at 24 months, 99% of participants who received one dose of either HPV vaccine were seropositive for HPV 16 IgG antibodies, compared with 100% of participants who received two doses, and 100% of participants who received three doses. This met the prespecified non-inferiority criteria. Anti-HPV 18 seropositivity at 24 months did not meet non-inferiority criteria for one dose compared to two doses or three doses for either vaccine, although more than 98% of girls in all groups had HPV 18 antibodies. 53 serious adverse events (SAEs) were experienced by 42 (4.5%) of 930 girls, the most common of which was hospital admission for malaria. One girl died of malaria. Number of events was similar between groups and no SAEs were considered related to vaccination. INTERPRETATION: A single dose of the 2-valent or 9-valent HPV vaccine in girls aged 9-14 years induced robust immune responses up to 24 months, suggesting that this reduced dose regimen could be suitable for prevention of HPV infection among girls in the target age group for vaccination. FUNDING: UK Department for International Development/UK Medical Research Council/Wellcome Trust Joint Global Health Trials Scheme, The Bill & Melinda Gates Foundation, and the US National Cancer Institute. TRANSLATION: For the KiSwahili translation of the abstract see Supplementary Materials section.",Lancet Glob Health
"Witte, D., Handley, A., Jere, K. C., Bogandovic-Sakran, N., Mpakiza, A., Turner, A., Pavlic, D., Boniface, K., Mandolo, J., Ong, D. S., Bonnici, R., Justice, F., Bar-Zeev, N., Iturriza-Gomara, M., Ackland, J., Donato, C. M., Cowley, D., Barnes, G., Cunliffe, N. A., Bines, J. E.",2022,"Neonatal rotavirus vaccine (RV3-BB) immunogenicity and safety in a neonatal and infant administration schedule in Malawi: a randomised, double-blind, four-arm parallel group dose-ranging study","BACKGROUND: Rotavirus vaccines reduce rotavirus-related deaths and hospitalisations but are less effective in high child mortality countries. The human RV3-BB neonatal G3P[6] rotavirus vaccine administered in a neonatal schedule was efficacious in reducing severe rotavirus gastroenteritis in Indonesia but had not yet been evaluated in African infants. METHODS: We did a phase 2, randomised, double-blind, parallel group dose-ranging study of three doses of oral RV3-BB rotavirus vaccine in infants in three primary health centres in Blantyre, Malawi. Healthy infants less than 6 days of age with a birthweight 2.5 to 4.0 kg were randomly assigned (1:1:1:1) into one of four treatment groups: neonatal vaccine group, which included high-titre (1.0 x 10(7) focus-forming unit [FFU] per mL), mid-titre (3.0 x 10(6) FFU per mL), or low-titre (1.0 x 10(6) FFU per mL); and infant vaccine group, which included high-titre (1.0 x 10(7) FFU per mL) using a computer generated code (block size of four), stratified by birth (singleton vs multiple). Neonates received their three doses at 0-5 days to 10 weeks and infants at 6-14 weeks. Investigators, participant families, and laboratory staff were masked to group allocation. Anti-rotavirus IgA seroconversion and vaccine take (IgA seroconversion and stool shedding) were evaluated. Safety was assessed in all participants who received at least one dose of vaccine or placebo. The primary outcome was the cumulative IgA seroconversion 4 weeks after three doses of RV3-BB in the neonatal schedule in the high-titre, mid-titre, and low-titre groups in the per protocol population, with its 95% CI. With the high-titre group as the active control group, we did a non-inferiority analysis of the proportion of participants with IgA seroconversion in the mid-titre and low-titre groups, using a non-inferiority margin of less than 20%. This trial is registered at ClinicalTrials.gov (NCT03483116). FINDINGS: Between Sept 17, 2018, and Jan 27, 2020, 711 participants recruited were randomly assigned into four treatment groups (neonatal schedule high titre n=178, mid titre n=179, low titre n=175, or infant schedule high titre n=179). In the neonatal schedule, cumulative IgA seroconversion 4 weeks after three doses of RV3-BB was observed in 79 (57%) of 139 participants in the high-titre group, 80 (57%) of 141 participants in the mid-titre group, and 57 (41%) of 138 participants in the low-titre group and at 18 weeks in 100 (72%) of 139 participants in the high-titre group, 96 (67%) of 143 participants in the mid-titre group, and 86 (62%) of 138 of participants in the low-titre. No difference in cumulative IgA seroconversion 4 weeks after three doses of RV3-BB was observed between high-titre and mid-titre groups in the neonatal schedule (difference in response rate 0.001 [95%CI -0.115 to 0.117]), fulfilling the criteria for non-inferiority. In the infant schedule group 82 (59%) of 139 participants had a cumulative IgA seroconversion 4 weeks after three doses of RV3-BB at 18 weeks. Cumulative vaccine take was detected in 483 (85%) of 565 participants at 18 weeks. Three doses of RV3-BB were well tolerated with no difference in adverse events among treatment groups: 67 (39%) of 170 participants had at least one adverse event in the high titre group, 68 (40%) of 172 participants had at least one adverse event in the mid titre group, and 69 (41%) of 169 participants had at least one adverse event in the low titre group. INTERPRETATION: RV3-BB was well tolerated and immunogenic when co-administered with Expanded Programme on Immunisation vaccines in a neonatal or infant schedule. A lower titre (mid-titre) vaccine generated similar IgA seroconversion to the high-titre vaccine presenting an opportunity to enhance manufacturing capacity and reduce costs. Neonatal administration of the RV3-BB vaccine has the potential to improve protection against rotavirus disease in children in a high-child mortality country in Africa. FUNDING: Bill & Melinda Gates Foundation, Australian Tropical Medicine Commercialisation Grant.",Lancet Infect Dis
"Ben Ahmed, M., Bellali, H., Gdoura, M., Zamali, I., Kallala, O., Ben Hmid, A., Hamdi, W., Ayari, H., Fares, H., Mechri, K., Marzouki, S., Triki, H., Ben Alaya, N., Chahed, M. K., Klouz, A., Sebai Ben Amor, S., Ben Rayana, C., Razgallah Khrouf, M., Hamouda, C., Elkadri, N., Daghfous, R., Trabelsi, A.",2022,Humoral and Cellular Immunogenicity of Six Different Vaccines against SARS-CoV-2 in Adults: A Comparative Study in Tunisia (North Africa),"BACKGROUND: The mass vaccination campaign against SARS-CoV-2 was started in Tunisia on 13 March 2021 by using progressively seven different vaccines approved for emergency use. Herein, we aimed to evaluate the humoral and cellular immunity in subjects aged 40 years and over who received one of the following two-dose regimen vaccines against SARS-CoV-2, namely mRNA-1273 or Spikevax (Moderna), BNT162B2 or Comirnaty (Pfizer-BioNTech), Gam-COVID-Vac or Sputnik V (Gamaleya Research Institute), ChAdOx1-S or Vaxzevria (AstraZeneca), BIBP (Sinopharm), and Coronavac (Sinovac). MATERIAL AND METHODS: For each type of vaccine, a sample of subjects aged 40 and over was randomly selected from the national platform for monitoring COVID-19 vaccination and contacted to participate to this study. All consenting participants were sampled for peripheral blood at 3-7 weeks after the second vaccine dose to perform anti-S and anti-N serology by the Elecsys((R)) (Lenexa, KS, USA) anti-SARS-CoV-2 assays (Roche((R)) Basel, Switzerland). The CD4 and CD8 T cell responses were evaluated by the QuantiFERON((R)) SARS-CoV-2 (Qiagen((R)) Basel, Switzerland) for a randomly selected sub-group. RESULTS: A total of 501 people consented to the study and, of them, 133 were included for the cellular response investigations. Both humoral and cellular immune responses against SARS-CoV-2 antigens differed significantly between all tested groups. RNA vaccines induced the highest levels of humoral and cellular anti-S responses followed by adenovirus vaccines and then by inactivated vaccines. Vaccines from the same platform induced similar levels of specific anti-S immune responses except in the case of the Sputnik V and the AstraZeneca vaccine, which exhibited contrasting effects on humoral and cellular responses. When analyses were performed in subjects with negative anti-N antibodies, results were similar to those obtained within the total cohort, except for the Moderna vaccine, which gave a better cellular immune response than the Pfizer vaccine and RNA vaccines, which induced similar cellular immune responses to those of adenovirus vaccines. CONCLUSION: Collectively, our data confirmed the superiority of the RNA-based COVID-19 vaccines, in particular that of Moderna, for both humoral and cellular immunogenicity. Our results comparing between different vaccine platforms in a similar population are of great importance since they may help decision makers to adopt the best strategy for further national vaccination programs.",Vaccines (Basel)
"Berendsen, M. L. T., Silva, I., Bale, C., Nielsen, S., Hvidt, S., Martins, C. L., Benn, C. S., Aaby, P.",2022,The Effect of a Second Dose of Measles Vaccine at 18 Months of Age on Nonaccidental Deaths and Hospital Admissions in Guinea-Bissau: Interim Analysis of a Randomized Controlled Trial,"BACKGROUND: The world is set on the eradication of measles. Continuation of the measles vaccine (MV) after eradication could still reduce morbidity because the MV has so-called beneficial nonspecific effects. We evaluated the effect of a ""booster"" dose of the MV on overall severe morbidity. METHODS: We conducted a randomized controlled trial among children aged 17.5 to 48 months in Guinea-Bissau, where the MV is recommended only at 9 months of age. At the time of this interim analysis, 3164 children had been allocated 1:1 to a second dose of measles vaccine (MV2) at 18 months of age or to no vaccine. Severe morbidity (a composite outcome of nonaccidental deaths and hospital admissions) rate ratios (SMRRs) were calculated by Cox regression analysis censored for national oral polio vaccine (OPV) campaigns. RESULTS: There were no measles cases during the trial period. There were 43 nonaccidental deaths or hospital admissions during follow-up. Severe morbidity was 2.6 per 100 person-years in the MV2 group and 3.6 per 100 person-years among controls; hence, the estimated effect of MV2 on severe morbidity was 28% (SMRR, 0.72; 95% confidence interval [CI], .38-1.38). At 12 months of follow-up, the number needed to treat to prevent 1 severe morbidity event was 137 children. After OPV campaigns, the estimated effect of MV2 was reduced to 9% (SMRR, 0.91; 95% CI, .46-1.81). CONCLUSIONS: MV2 may reduce nonmeasles severe morbidity by 28% (-38% to 62%), although this did not achieve statistical significance in this study. If significant in higher powered studies, this has major implications for child health, even after measles eradication. CLINICAL TRIALS REGISTRATION: NCT02943681.",Clin Infect Dis
"Samuels, A. M., Ansong, D., Kariuki, S. K., Adjei, S., Bollaerts, A., Ockenhouse, C., Westercamp, N., Lee, C. K., Schuerman, L., Bii, D. K., Osei-Tutu, L., Oneko, M., Lievens, M., Attobrah Sarfo, M. A., Atieno, C., Morelle, D., Bakari, A., Sang, T., Jongert, E., Kotoh-Mortty, M. F., Otieno, K., Roman, F., Buabeng, P. B. Y., Ntiamoah, Y., Ofori-Anyinam, O., Agbenyega, T., Rts, S. study group",2022,"Efficacy of RTS,S/AS01(E) malaria vaccine administered according to different full, fractional, and delayed third or early fourth dose regimens in children aged 5-17 months in Ghana and Kenya: an open-label, phase 2b, randomised controlled trial","BACKGROUND: Controlled infection studies in malaria-naive adults suggest increased vaccine efficacy for fractional-dose versus full-dose regimens of RTS,S/AS01. We report first results of an ongoing trial assessing different fractional-dose regimens in children, in natural exposure settings. METHODS: This open-label, phase 2b, randomised controlled trial is conducted at the Malaria Research Center, Agogo, Ashanti Region (Ghana), and the Kenya Medical Research Institute and the US Centers for Disease Control and Prevention site in Siaya County (Kenya). We enrolled children aged 5-17 months without serious acute or chronic illness who had previously received three doses of diphtheria, tetanus, pertussis, and hepatitis B vaccine and at least three doses of oral polio vaccine. Children were randomly assigned (1:1:1:1:1) using a web-based randomisation system with a minimisation procedure accounting for centre to receive rabies control vaccine (M012 schedule) or two full doses of RTS,S/AS01(E) at month 0 and month 1, followed by either full doses at months 2 and 20 (group R012-20 [standard regimen]), full doses at months 2, 14, 26, and 38 (R012-14), fractional doses at months 2, 14, 26, and 38 (Fx012-14), or fractional doses at months 7, 20, and 32 (Fx017-20). The fractional doses were administered as one fifth (0.1 mL) of the full RTS,S dose (0.5 mL) after reconstitution. All vaccines were administered by intramuscular injection in the left deltoid. The primary outcome was occurrence of clinical malaria cases from month 2.5 until month 14 for the Fx012-14 group versus the pooled R012-14 and R012-20 groups in the per-protocol set. We assessed incremental vaccine efficacy of the Fx012-14 group versus the pooled R012-14 and R012-20 group over 12 months after dose three. Safety was assessed in all children who received at least one vaccine dose. This trial is registered with ClinicalTrials.gov, NCT03276962. FINDINGS: Between Sept 28, 2017, and Sept 25, 2018, 2157 children were enrolled, of whom 1609 were randomly assigned to a treatment group (322 to each RTS,S/AS01(E) group and 321 to the rabies vaccine control group). 1500 children received at least one study vaccine dose and the per-protocol set comprised 1332 children. Over 12 months after dose three, the incremental vaccine efficacy in the Fx012-14 group versus the pooled R012-14 and R12-20 groups was -21% (95% CI -57 to 7; p=0.15). Up to month 21, serious adverse events occurred in 48 (16%) of 298 children in the R012-20 group, 45 (15%) of 294 in the R012-14 group, 47 (15%) of 304 in the Fx012-14 group, 62 (20%) of 311 in the Fx017-20 group, and 71 (24%) of 293 in the control group, with no safety signals observed. INTERPRETATION: The Fx012-14 regimen was not superior to the standard regimen over 12 months after dose three. All RTS,S/AS01(E) regimens provided substantial, similar protection against clinical malaria, suggesting potential flexibility in the recommended dosing regimen and schedule. This, and the effect of annual boosters, will be further evaluated through 50 months of follow-up. FUNDING: GlaxoSmithKline Biologicals; PATH's Malaria Vaccine Initiative.",Lancet Infect Dis
"Sagara, I., Zongo, I., Cairns, M., Yerbanga, R. S., Mahamar, A., Nikiema, F., Tapily, A., Sompougdou, F., Diarra, M., Zoungrana, C., Issiaka, D., Haro, A., Sanogo, K., Aziz Sienou, A., Kaya, M., Traore, S., Thera, I., Diarra, K., Dolo, A., Kuepfer, I., Snell, P., Milligan, P., Ockenhouse, C., Ofori-Anyinam, O., Tinto, H., Djimde, A., Ouedraogo, J. B., Dicko, A., Chandramohan, D., Greenwood, B.",2022,"The Anti-Circumsporozoite Antibody Response of Children to Seasonal Vaccination With the RTS,S/AS01E Malaria Vaccine","BACKGROUND: A trial in African children showed that combining seasonal vaccination with the RTS,S/AS01E vaccine with seasonal malaria chemoprevention reduced the incidence of uncomplicated and severe malaria compared with either intervention given alone. Here, we report on the anti-circumsporozoite antibody response to seasonal RTS,S/AS01E vaccination in children in this trial. METHODS: Sera from a randomly selected subset of children collected before and 1 month after 3 priming doses of RTS,S/AS01E and before and 1 month after 2 seasonal booster doses were tested for anti-circumsporozoite antibodies using enzyme-linked immunosorbent assay. The association between post-vaccination antibody titer and incidence of malaria was explored. RESULTS: A strong anti-circumsporozoite antibody response to 3 priming doses of RTS,S/AS01E was seen (geometric mean titer, 368.9 enzyme-linked immunosorbent assay units/mL), but titers fell prior to the first booster dose. A strong antibody response to an annual, pre-malaria transmission season booster dose was observed, but this was lower than after the primary vaccination series and lower after the second than after the first booster dose (ratio of geometric mean rise, 0.66; 95% confidence interval [CI], .57-.77). Children whose antibody response was in the upper tercile post-vaccination had a lower incidence of malaria during the following year than children in the lowest tercile (hazard ratio, 0.43; 95% CI, .28-.66). CONCLUSIONS: Seasonal vaccination with RTS,S/AS01E induced a strong booster antibody response that was lower after the second than after the first booster dose. The diminished antibody response to the second booster dose was not associated with diminished efficacy. CLINICAL TRIALS REGISTRATION: NCT03143218.",Clin Infect Dis
"Bravo, L., Smolenov, I., Han, H. H., Li, P., Hosain, R., Rockhold, F., Clemens, S. A. C., Roa, C., Jr., Borja-Tabora, C., Quinsaat, A., Lopez, P., Lopez-Medina, E., Brochado, L., Hernandez, E. A., Reynales, H., Medina, T., Velasquez, H., Toloza, L. B., Rodriguez, E. J., de Salazar, D. I. M., Rodriguez, C. A., Sprinz, E., Cerbino-Neto, J., Luz, K. G., Schwarzbold, A. V., Paiva, M. S., Carlos, J., Montellano, M. E. B., de Los Reyes, M. R. A., Yu, C. Y., Alberto, E. R., Panaligan, M. M., Salvani-Bautista, M., Buntinx, E., Hites, M., Martinot, J. B., Bhorat, Q. E., Badat, A., Baccarini, C., Hu, B., Jurgens, J., Engelbrecht, J., Ambrosino, D., Richmond, P., Siber, G., Liang, J., Clemens, R.",2022,"Efficacy of the adjuvanted subunit protein COVID-19 vaccine, SCB-2019: a phase 2 and 3 multicentre, double-blind, randomised, placebo-controlled trial","BACKGROUND: A range of safe and effective vaccines against SARS CoV 2 are needed to address the COVID 19 pandemic. We aimed to assess the safety and efficacy of the COVID-19 vaccine SCB-2019. METHODS: This ongoing phase 2 and 3 double-blind, placebo-controlled trial was done in adults aged 18 years and older who were in good health or with a stable chronic health condition, at 31 sites in five countries (Belgium, Brazil, Colombia, Philippines, and South Africa). The participants were randomly assigned 1:1 using a centralised internet randomisation system to receive two 0.5 mL intramuscular doses of SCB-2019 (30 mug, adjuvanted with 1.50 mg CpG-1018 and 0.75 mg alum) or placebo (0.9% sodium chloride for injection supplied in 10 mL ampoules) 21 days apart. All study staff and participants were masked, but vaccine administrators were not. Primary endpoints were vaccine efficacy, measured by RT-PCR-confirmed COVID-19 of any severity with onset from 14 days after the second dose in baseline SARS-CoV-2 seronegative participants (the per-protocol population), and the safety and solicited local and systemic adverse events in the phase 2 subset. This study is registered on EudraCT (2020-004272-17) and ClinicalTrials.gov (NCT04672395). FINDINGS: 30 174 participants were enrolled from March 24, 2021, until the cutoff date of Aug 10, 2021, of whom 30 128 received their first assigned vaccine (n=15 064) or a placebo injection (n=15 064). The per-protocol population consisted of 12 355 baseline SARS-CoV-2-naive participants (6251 vaccinees and 6104 placebo recipients). Most exclusions (13 389 [44.4%]) were because of seropositivity at baseline. There were 207 confirmed per-protocol cases of COVID-19 at 14 days after the second dose, 52 vaccinees versus 155 placebo recipients, and an overall vaccine efficacy against any severity COVID-19 of 67.2% (95.72% CI 54.3-76.8), 83.7% (97.86% CI 55.9-95.4) against moderate-to-severe COVID-19, and 100% (97.86% CI 25.3-100.0) against severe COVID-19. All COVID-19 cases were due to virus variants; vaccine efficacy against any severity COVID-19 due to the three predominant variants was 78.7% (95% CI 57.3-90.4) for delta, 91.8% (44.9-99.8) for gamma, and 58.6% (13.3-81.5) for mu. No safety issues emerged in the follow-up period for the efficacy analysis (median of 82 days [IQR 63-103]). The vaccine elicited higher rates of mainly mild-to-moderate injection site pain than the placebo after the first (35.7% [287 of 803] vs 10.3% [81 of 786]) and second (26.9% [189 of 702] vs 7.4% [52 of 699]) doses, but the rates of other solicited local and systemic adverse events were similar between the groups. INTERPRETATION: Two doses of SCB-2019 vaccine plus CpG and alum provides notable protection against the entire severity spectrum of COVID-19 caused by circulating SAR-CoV-2 viruses, including the predominating delta variant. FUNDING: Clover Biopharmaceuticals and the Coalition for Epidemic Preparedness Innovations.",Lancet
"Tagbo, B. N., Verma, H., Mahmud, Z. M., Ernest, K., Nnani, R. O., Chukwubike, C., Craig, K. T., Hamisu, A., Weldon, W. C., Oberste, S. M., Jeyaseelan, V., Braka, F., Mkanda, P., Esangbedo, D., Olowu, A., Nwaze, E., Sutter, R. W.",2022,Randomized Controlled Clinical Trial of Bivalent Oral Poliovirus Vaccine and Inactivated Poliovirus Vaccine in Nigerian Children,"BACKGROUND: We conducted a trial in Nigeria to assess the immunogenicity of the new bivalent oral poliovirus vaccine + inactivated poliovirus vaccine (bOPV+IPV) immunization schedule and gains in type 2 immunity with addition of second dose of IPV. The trial was conducted in August 2016-March 2017, well past the trivalent OPV-bOPV switch in April 2016. METHODS: This was an open-label, 2-arm, noninferiority, multicenter, randomized, controlled trial. We enrolled 572 infants aged </=14 days and randomized them into 2 arms. Arm A received bOPV at birth, 6, and 10 weeks, bOPV+IPV at week 14, and IPV at week 18. Arm B received IPV each at 6, 10, and 14 weeks and bOPV at 18 weeks of age. RESULTS: Seroconversion rates for poliovirus types 1 and 3, respectively, were 98.9% (95% confidence interval [CI], 96.7-99.8) and 98.1% (95% CI, 88.2-94.8) in Arm A and 89.6% (95% CI, 85.4-93.0) and 98.5% (95% CI, 96.3-99.6) in Arm B. Type 2 seroconversion with 1 dose IPV in Arm A was 72.0% (95% CI, 66.2-77.3), which increased significantly with addition of second dose to 95.9% (95% CI, 92.8-97.9). CONCLUSIONS: This first trial on the new Expanded Program on Immunization (EPI) schedule in a sub-Saharan African country demonstrated excellent immunogenicity against poliovirus types 1 and 3 and substantial/enhanced immunogenicity against poliovirus type 2 after 1 to 2 doses of IPV, respectively.",J Infect Dis
"Cairns, M., Barry, A., Zongo, I., Sagara, I., Yerbanga, S. R., Diarra, M., Zoungrana, C., Issiaka, D., Sienou, A. A., Tapily, A., Sanogo, K., Kaya, M., Traore, S., Diarra, K., Yalcouye, H., Sidibe, Y., Haro, A., Thera, I., Snell, P., Grant, J., Tinto, H., Milligan, P., Chandramohan, D., Greenwood, B., Dicko, A., Ouedraogo, J. B.",2022,"The duration of protection against clinical malaria provided by the combination of seasonal RTS,S/AS01(E) vaccination and seasonal malaria chemoprevention versus either intervention given alone","BACKGROUND: A recent trial of 5920 children in Burkina Faso and Mali showed that the combination of seasonal vaccination with the RTS,S/AS01(E) malaria vaccine (primary series and two seasonal boosters) and seasonal malaria chemoprevention (four monthly cycles per year) was markedly more effective than either intervention given alone in preventing clinical malaria, severe malaria, and deaths from malaria. METHODS: In order to help optimise the timing of these two interventions, trial data were reanalysed to estimate the duration of protection against clinical malaria provided by RTS,S/AS01(E) when deployed seasonally, by comparing the group who received the combination of SMC and RTS,S/AS01(E) with the group who received SMC alone. The duration of protection from SMC was also estimated comparing the combined intervention group with the group who received RTS,S/AS01(E) alone. Three methods were used: Piecewise Cox regression, Flexible parametric survival models and Smoothed Schoenfeld residuals from Cox models, stratifying on the study area and using robust standard errors to control for within-child clustering of multiple episodes. RESULTS: The overall protective efficacy from RTS,S/AS01(E) over 6 months was at least 60% following the primary series and the two seasonal booster doses and remained at a high level over the full malaria transmission season. Beyond 6 months, protective efficacy appeared to wane more rapidly, but the uncertainty around the estimates increases due to the lower number of cases during this period (coinciding with the onset of the dry season). Protection from SMC exceeded 90% in the first 2-3 weeks post-administration after several cycles, but was not 100%, even immediately post-administration. Efficacy begins to decline from approximately day 21 and then declines more sharply after day 28, indicating the importance of preserving the delivery interval for SMC cycles at a maximum of four weeks. CONCLUSIONS: The efficacy of both interventions was highest immediately post-administration. Understanding differences between these interventions in their peak efficacy and how rapidly efficacy declines over time will help to optimise the scheduling of SMC, malaria vaccination and the combination in areas of seasonal transmission with differing epidemiology, and using different vaccine delivery systems. TRIAL REGISTRATION: The RTS,S-SMC trial in which these data were collected was registered at clinicaltrials.gov: NCT03143218.",BMC Med
"Takuva, S., Takalani, A., Seocharan, I., Yende-Zuma, N., Reddy, T., Engelbrecht, I., Faesen, M., Khuto, K., Whyte, C., Bailey, V., Trivella, V., Peter, J., Opie, J., Louw, V., Rowji, P., Jacobson, B., Groenewald, P., Dorrington, R. E., Laubscher, R., Bradshaw, D., Moultrie, H., Fairall, L., Sanne, I., Gail-Bekker, L., Gray, G., Goga, A., Garrett, N., Sisonke study, team",2022,Safety evaluation of the single-dose Ad26.COV2.S vaccine among healthcare workers in the Sisonke study in South Africa: A phase 3b implementation trial,"BACKGROUND: Real-world evaluation of the safety profile of vaccines after licensure is crucial to accurately characterise safety beyond clinical trials, support continued use, and thereby improve public confidence. The Sisonke study aimed to assess the safety and effectiveness of the Janssen Ad26.COV2.S vaccine among healthcare workers (HCWs) in South Africa. Here, we present the safety data. METHODS AND FINDINGS: In this open-label phase 3b implementation study among all eligible HCWs in South Africa registered in the national Electronic Vaccination Data System (EVDS), we monitored adverse events (AEs) at vaccination sites through self-reporting triggered by text messages after vaccination, healthcare provider reports, and active case finding. The frequency and incidence rate of non-serious and serious AEs were evaluated from the day of first vaccination (17 February 2021) until 28 days after the final vaccination in the study (15 June 2021). COVID-19 breakthrough infections, hospitalisations, and deaths were ascertained via linkage of the electronic vaccination register with existing national databases. Among 477,234 participants, 10,279 AEs were reported, of which 138 (1.3%) were serious AEs (SAEs) or AEs of special interest. Women reported more AEs than men (2.3% versus 1.6%). AE reports decreased with increasing age (3.2% for age 18-30 years, 2.1% for age 31-45 years, 1.8% for age 46-55 years, and 1.5% for age > 55 years). Participants with previous COVID-19 infection reported slightly more AEs (2.6% versus 2.1%). The most common reactogenicity events were headache (n = 4,923) and body aches (n = 4,483), followed by injection site pain (n = 2,767) and fever (n = 2,731), and most occurred within 48 hours of vaccination. Two cases of thrombosis with thrombocytopenia syndrome and 4 cases of Guillain-Barre Syndrome were reported post-vaccination. Most SAEs and AEs of special interest (n = 138) occurred at lower than the expected population rates. Vascular (n = 37; 39.1/100,000 person-years) and nervous system disorders (n = 31; 31.7/100,000 person-years), immune system disorders (n = 24; 24.3/100,000 person-years), and infections and infestations (n = 19; 20.1/100,000 person-years) were the most common reported SAE categories. A limitation of the study was the single-arm design, with limited routinely collected morbidity comparator data in the study setting. CONCLUSIONS: We observed similar patterns of AEs as in phase 3 trials. AEs were mostly expected reactogenicity signs and symptoms. Furthermore, most SAEs occurred below expected rates. The single-dose Ad26.COV2.S vaccine demonstrated an acceptable safety profile, supporting the continued use of this vaccine in this setting. TRIAL REGISTRATION: ClinicalTrials.gov NCT04838795; Pan African Clinical Trials Registry PACTR202102855526180.",PLoS Med
